video_id,video_path,start_time,end_time,start_seconds,end_seconds,raw_duration_seconds,expected_duration_seconds,too_long,too_short
BRI_WILTY_EP60_truth_7,data/raw/dolos/videos/BRI_WILTY_EP60_truth_7.mp4,12:44,12:48,764,768,4.08,4,False,False
BRI_WILTY_EP61_lie_1,data/raw/dolos/videos/BRI_WILTY_EP61_lie_1.mp4,1:48,1:53,108,113,5.12,5,False,False
BRI_WILTY_EP61_lie_18,data/raw/dolos/videos/BRI_WILTY_EP61_lie_18.mp4,13:22,13:28,802,808,6.08,6,False,False
BRI_WILTY_EP61_lie_2,data/raw/dolos/videos/BRI_WILTY_EP61_lie_2.mp4,1:56,1:59,116,119,3.12,3,False,False
BRI_WILTY_EP61_lie_23,data/raw/dolos/videos/BRI_WILTY_EP61_lie_23.mp4,15:48,15:54,948,954,6.12,6,False,False
BRI_WILTY_EP61_lie_24,data/raw/dolos/videos/BRI_WILTY_EP61_lie_24.mp4,16:01,16:05,961,965,4.04,4,False,False
BRI_WILTY_EP61_lie_25,data/raw/dolos/videos/BRI_WILTY_EP61_lie_25.mp4,16:08,16:12,968,972,4.04,4,False,False
BRI_WILTY_EP61_lie_26,data/raw/dolos/videos/BRI_WILTY_EP61_lie_26.mp4,16:18,16:24,978,984,6.08,6,False,False
BRI_WILTY_EP61_lie_27,data/raw/dolos/videos/BRI_WILTY_EP61_lie_27.mp4,18:15,18:18,1095,1098,3.04,3,False,False
BRI_WILTY_EP61_lie_28,data/raw/dolos/videos/BRI_WILTY_EP61_lie_28.mp4,18:53,18:57,1133,1137,4.04,4,False,False
BRI_WILTY_EP61_lie_29,data/raw/dolos/videos/BRI_WILTY_EP61_lie_29.mp4,19:05,19:14,1145,1154,9.08,9,False,False
BRI_WILTY_EP61_lie_3,data/raw/dolos/videos/BRI_WILTY_EP61_lie_3.mp4,2:05,2:08,125,128,3.04,3,False,False
BRI_WILTY_EP61_lie_30,data/raw/dolos/videos/BRI_WILTY_EP61_lie_30.mp4,19:49,19:52,1189,1192,3.08,3,False,False
BRI_WILTY_EP61_lie_31,data/raw/dolos/videos/BRI_WILTY_EP61_lie_31.mp4,19:54,20,1194,1200,6.12,6,False,False
BRI_WILTY_EP61_lie_32,data/raw/dolos/videos/BRI_WILTY_EP61_lie_32.mp4,20:04,20:09,1204,1209,5.04,5,False,False
BRI_WILTY_EP61_lie_36,data/raw/dolos/videos/BRI_WILTY_EP61_lie_36.mp4,24:20,25:01,1460,1501,41.04,41,False,False
BRI_WILTY_EP61_lie_37,data/raw/dolos/videos/BRI_WILTY_EP61_lie_37.mp4,25:20,25:23,1520,1523,3.12,3,False,False
BRI_WILTY_EP61_lie_4,data/raw/dolos/videos/BRI_WILTY_EP61_lie_4.mp4,2:35,2:38,155,158,3.12,3,False,False
BRI_WILTY_EP61_lie_5,data/raw/dolos/videos/BRI_WILTY_EP61_lie_5.mp4,2:43,2:47,163,167,4.04,4,False,False
BRI_WILTY_EP61_lie_6,data/raw/dolos/videos/BRI_WILTY_EP61_lie_6.mp4,3,3:04,180,184,181.04,4,True,False
BRI_WILTY_EP61_lie_7,data/raw/dolos/videos/BRI_WILTY_EP61_lie_7.mp4,3:47,3:52,227,232,5.04,5,False,False
BRI_WILTY_EP61_lie_8,data/raw/dolos/videos/BRI_WILTY_EP61_lie_8.mp4,4:28,4:31,268,271,3.12,3,False,False
BRI_WILTY_EP61_truth_10,data/raw/dolos/videos/BRI_WILTY_EP61_truth_10.mp4,6:30,6:38,390,398,8.08,8,False,False
BRI_WILTY_EP61_truth_11,data/raw/dolos/videos/BRI_WILTY_EP61_truth_11.mp4,7:22,7:27,442,447,5.04,5,False,False
BRI_WILTY_EP61_truth_12,data/raw/dolos/videos/BRI_WILTY_EP61_truth_12.mp4,7:45,7:47,465,467,2.08,2,False,False
BRI_WILTY_EP61_truth_13,data/raw/dolos/videos/BRI_WILTY_EP61_truth_13.mp4,8:57,9:06,537,546,9.04,9,False,False
BRI_WILTY_EP61_truth_14,data/raw/dolos/videos/BRI_WILTY_EP61_truth_14.mp4,9:37,9:41,577,581,4.08,4,False,False
BRI_WILTY_EP61_truth_15,data/raw/dolos/videos/BRI_WILTY_EP61_truth_15.mp4,9:45,9:48,585,588,3.12,3,False,False
BRI_WILTY_EP61_truth_16,data/raw/dolos/videos/BRI_WILTY_EP61_truth_16.mp4,10:14,10:21,614,621,7.04,7,False,False
BRI_WILTY_EP61_truth_17,data/raw/dolos/videos/BRI_WILTY_EP61_truth_17.mp4,12:56,13:04,776,784,8.08,8,False,False
BRI_WILTY_EP61_truth_19,data/raw/dolos/videos/BRI_WILTY_EP61_truth_19.mp4,14:28,14:35,868,875,7.08,7,False,False
BRI_WILTY_EP61_truth_20,data/raw/dolos/videos/BRI_WILTY_EP61_truth_20.mp4,15:06,15:11,906,911,5.04,5,False,False
BRI_WILTY_EP61_truth_21,data/raw/dolos/videos/BRI_WILTY_EP61_truth_21.mp4,15:13,15:17,913,917,4.08,4,False,False
BRI_WILTY_EP61_truth_33,data/raw/dolos/videos/BRI_WILTY_EP61_truth_33.mp4,22:26,22:35,1346,1355,9.12,9,False,False
BRI_WILTY_EP61_truth_34,data/raw/dolos/videos/BRI_WILTY_EP61_truth_34.mp4,22:44,22:50,1364,1370,6.12,6,False,False
BRI_WILTY_EP61_truth_35,data/raw/dolos/videos/BRI_WILTY_EP61_truth_35.mp4,22:58,23:02,1378,1382,4.04,4,False,False
BRI_WILTY_EP61_truth_9,data/raw/dolos/videos/BRI_WILTY_EP61_truth_9.mp4,5:40,5:46,340,346,6.04,6,False,False
BRI_WILTY_EP62_lie_14,data/raw/dolos/videos/BRI_WILTY_EP62_lie_14.mp4,12:23,12:32,743,752,9.04,9,False,False
BRI_WILTY_EP62_lie_15,data/raw/dolos/videos/BRI_WILTY_EP62_lie_15.mp4,12:51,12:54,771,774,3.12,3,False,False
BRI_WILTY_EP62_lie_16,data/raw/dolos/videos/BRI_WILTY_EP62_lie_16.mp4,12:57,13,777,780,3.08,3,False,False
BRI_WILTY_EP62_lie_17,data/raw/dolos/videos/BRI_WILTY_EP62_lie_17.mp4,13:40,13:44,820,824,4.08,4,False,False
BRI_WILTY_EP62_lie_18,data/raw/dolos/videos/BRI_WILTY_EP62_lie_18.mp4,13:47,13:53,827,833,6.08,6,False,False
BRI_WILTY_EP62_lie_24,data/raw/dolos/videos/BRI_WILTY_EP62_lie_24.mp4,19:32,19:37,1172,1177,5.12,5,False,False
BRI_WILTY_EP62_lie_25,data/raw/dolos/videos/BRI_WILTY_EP62_lie_25.mp4,19:56,20:04,1196,1204,8.12,8,False,False
BRI_WILTY_EP62_lie_26,data/raw/dolos/videos/BRI_WILTY_EP62_lie_26.mp4,20:23,20:31,1223,1231,8.04,8,False,False
BRI_WILTY_EP62_lie_27,data/raw/dolos/videos/BRI_WILTY_EP62_lie_27.mp4,20:50,20:59,1250,1259,9.12,9,False,False
BRI_WILTY_EP62_lie_28,data/raw/dolos/videos/BRI_WILTY_EP62_lie_28.mp4,21:02,21:10,1262,1270,8.08,8,False,False
BRI_WILTY_EP62_lie_29,data/raw/dolos/videos/BRI_WILTY_EP62_lie_29.mp4,23:19,23:23,1399,1403,4.04,4,False,False
BRI_WILTY_EP62_lie_30,data/raw/dolos/videos/BRI_WILTY_EP62_lie_30.mp4,23:27,23:30,1407,1410,3.08,3,False,False
BRI_WILTY_EP62_truth_1,data/raw/dolos/videos/BRI_WILTY_EP62_truth_1.mp4,1:47,1:51,107,111,4.04,4,False,False
BRI_WILTY_EP62_truth_10,data/raw/dolos/videos/BRI_WILTY_EP62_truth_10.mp4,9:20,9:24,560,564,4.04,4,False,False
BRI_WILTY_EP62_truth_11,data/raw/dolos/videos/BRI_WILTY_EP62_truth_11.mp4,9:31,9:38,571,578,7.12,7,False,False
BRI_WILTY_EP62_truth_12,data/raw/dolos/videos/BRI_WILTY_EP62_truth_12.mp4,10:22,10:26,622,626,4.04,4,False,False
BRI_WILTY_EP62_truth_13,data/raw/dolos/videos/BRI_WILTY_EP62_truth_13.mp4,12:12,12:21,732,741,9.08,9,False,False
BRI_WILTY_EP62_truth_19,data/raw/dolos/videos/BRI_WILTY_EP62_truth_19.mp4,15:09,15:13,909,913,4.08,4,False,False
BRI_WILTY_EP62_truth_2,data/raw/dolos/videos/BRI_WILTY_EP62_truth_2.mp4,2:16,2:19,136,139,3.08,3,False,False
BRI_WILTY_EP62_truth_20,data/raw/dolos/videos/BRI_WILTY_EP62_truth_20.mp4,15:26,15:30,926,930,4.08,4,False,False
BRI_WILTY_EP62_truth_21,data/raw/dolos/videos/BRI_WILTY_EP62_truth_21.mp4,16:19,16:28,979,988,9.08,9,False,False
BRI_WILTY_EP62_truth_22,data/raw/dolos/videos/BRI_WILTY_EP62_truth_22.mp4,16:53,16:56,1013,1016,3.12,3,False,False
BRI_WILTY_EP62_truth_23,data/raw/dolos/videos/BRI_WILTY_EP62_truth_23.mp4,17:12,17:21,1032,1041,9.04,9,False,False
BRI_WILTY_EP62_truth_3,data/raw/dolos/videos/BRI_WILTY_EP62_truth_3.mp4,2:48,2:53,168,173,5.08,5,False,False
BRI_WILTY_EP62_truth_31,data/raw/dolos/videos/BRI_WILTY_EP62_truth_31.mp4,26:45,26:48,1605,1608,3.08,3,False,False
BRI_WILTY_EP62_truth_4,data/raw/dolos/videos/BRI_WILTY_EP62_truth_4.mp4,3:41,3:44,221,224,3.04,3,False,False
BRI_WILTY_EP62_truth_5,data/raw/dolos/videos/BRI_WILTY_EP62_truth_5.mp4,4:18,4:22,258,262,4.08,4,False,False
BRI_WILTY_EP62_truth_6,data/raw/dolos/videos/BRI_WILTY_EP62_truth_6.mp4,6:30,6:33,390,393,3.12,3,False,False
BRI_WILTY_EP62_truth_7,data/raw/dolos/videos/BRI_WILTY_EP62_truth_7.mp4,7:12,7:15,432,435,3.08,3,False,False
BRI_WILTY_EP62_truth_8,data/raw/dolos/videos/BRI_WILTY_EP62_truth_8.mp4,7:34,7:37,454,457,3.08,3,False,False
BRI_WILTY_EP62_truth_9,data/raw/dolos/videos/BRI_WILTY_EP62_truth_9.mp4,8:40,8:44,520,524,4.08,4,False,False
BRI_WILTY_EP63_lie_25,data/raw/dolos/videos/BRI_WILTY_EP63_lie_25.mp4,12:51,12:56,771,776,5.04,5,False,False
BRI_WILTY_EP63_lie_27,data/raw/dolos/videos/BRI_WILTY_EP63_lie_27.mp4,13:19,13:22,799,802,3.08,3,False,False
BRI_WILTY_EP63_lie_29,data/raw/dolos/videos/BRI_WILTY_EP63_lie_29.mp4,17:17,17:24,1037,1044,7.04,7,False,False
BRI_WILTY_EP63_lie_30,data/raw/dolos/videos/BRI_WILTY_EP63_lie_30.mp4,17:53,18:01,1073,1081,8.04,8,False,False
BRI_WILTY_EP63_truth_1,data/raw/dolos/videos/BRI_WILTY_EP63_truth_1.mp4,1:59,2:04,119,124,5.12,5,False,False
BRI_WILTY_EP63_truth_10,data/raw/dolos/videos/BRI_WILTY_EP63_truth_10.mp4,6:26,6:30,386,390,4.08,4,False,False
BRI_WILTY_EP63_truth_11,data/raw/dolos/videos/BRI_WILTY_EP63_truth_11.mp4,6:36,6:40,396,400,4.08,4,False,False
BRI_WILTY_EP63_truth_12,data/raw/dolos/videos/BRI_WILTY_EP63_truth_12.mp4,6:47,6:51,407,411,4.08,4,False,False
BRI_WILTY_EP63_truth_13,data/raw/dolos/videos/BRI_WILTY_EP63_truth_13.mp4,6:59,7:07,419,427,8.04,8,False,False
BRI_WILTY_EP63_truth_14,data/raw/dolos/videos/BRI_WILTY_EP63_truth_14.mp4,7:22,7:30,442,450,8.08,8,False,False
BRI_WILTY_EP63_truth_15,data/raw/dolos/videos/BRI_WILTY_EP63_truth_15.mp4,7:38,7:41,458,461,3.04,3,False,False
BRI_WILTY_EP63_truth_16,data/raw/dolos/videos/BRI_WILTY_EP63_truth_16.mp4,8:03,8:07,483,487,4.08,4,False,False
BRI_WILTY_EP63_truth_17,data/raw/dolos/videos/BRI_WILTY_EP63_truth_17.mp4,8:34,8:39,514,519,5.12,5,False,False
BRI_WILTY_EP63_truth_18,data/raw/dolos/videos/BRI_WILTY_EP63_truth_18.mp4,8:54,9,534,540,6.08,6,False,False
BRI_WILTY_EP63_truth_19,data/raw/dolos/videos/BRI_WILTY_EP63_truth_19.mp4,9:01,9:03,541,543,2.04,2,False,False
BRI_WILTY_EP63_truth_2,data/raw/dolos/videos/BRI_WILTY_EP63_truth_2.mp4,2:47,2:50,167,170,3.04,3,False,False
BRI_WILTY_EP63_truth_20,data/raw/dolos/videos/BRI_WILTY_EP63_truth_20.mp4,9:16,9:20,556,560,4.12,4,False,False
BRI_WILTY_EP63_truth_21,data/raw/dolos/videos/BRI_WILTY_EP63_truth_21.mp4,9:25,9:28,565,568,3.08,3,False,False
BRI_WILTY_EP63_truth_22,data/raw/dolos/videos/BRI_WILTY_EP63_truth_22.mp4,10:05,10:10,605,610,5.04,5,False,False
BRI_WILTY_EP63_truth_23,data/raw/dolos/videos/BRI_WILTY_EP63_truth_23.mp4,10:46,10:52,646,652,6.04,6,False,False
BRI_WILTY_EP63_truth_24,data/raw/dolos/videos/BRI_WILTY_EP63_truth_24.mp4,11:05,11:09,665,669,4.04,4,False,False
BRI_WILTY_EP63_truth_26,data/raw/dolos/videos/BRI_WILTY_EP63_truth_26.mp4,13:09,13:15,789,795,6.04,6,False,False
BRI_WILTY_EP63_truth_3,data/raw/dolos/videos/BRI_WILTY_EP63_truth_3.mp4,3:28,3:33,208,213,5.08,5,False,False
BRI_WILTY_EP63_truth_31,data/raw/dolos/videos/BRI_WILTY_EP63_truth_31.mp4,22:02,22:05,1322,1325,3.04,3,False,False
BRI_WILTY_EP63_truth_4,data/raw/dolos/videos/BRI_WILTY_EP63_truth_4.mp4,3:57,4:02,237,242,5.04,5,False,False
BRI_WILTY_EP63_truth_5,data/raw/dolos/videos/BRI_WILTY_EP63_truth_5.mp4,4:11,4:16,251,256,5.04,5,False,False
BRI_WILTY_EP63_truth_6,data/raw/dolos/videos/BRI_WILTY_EP63_truth_6.mp4,4:24,4:27,264,267,3.08,3,False,False
BRI_WILTY_EP63_truth_7,data/raw/dolos/videos/BRI_WILTY_EP63_truth_7.mp4,5:15,5:21,315,321,6.04,6,False,False
BRI_WILTY_EP63_truth_8,data/raw/dolos/videos/BRI_WILTY_EP63_truth_8.mp4,5:27,5:31,327,331,4.04,4,False,False
BRI_WILTY_EP63_truth_9,data/raw/dolos/videos/BRI_WILTY_EP63_truth_9.mp4,5:39,5:43,339,343,4.04,4,False,False
BRI_WILTY_EP64_lie_10,data/raw/dolos/videos/BRI_WILTY_EP64_lie_10.mp4,12:01,12:07,721,727,6.16,6,False,False
BRI_WILTY_EP64_lie_11,data/raw/dolos/videos/BRI_WILTY_EP64_lie_11.mp4,12:11,12:17,731,737,6.12,6,False,False
BRI_WILTY_EP64_lie_13,data/raw/dolos/videos/BRI_WILTY_EP64_lie_13.mp4,12:49,12:52,769,772,3.08,3,False,False
BRI_WILTY_EP64_lie_14,data/raw/dolos/videos/BRI_WILTY_EP64_lie_14.mp4,13:20,13:26,800,806,6.08,6,False,False
BRI_WILTY_EP64_lie_15,data/raw/dolos/videos/BRI_WILTY_EP64_lie_15.mp4,15:39,15:42,939,942,3.04,3,False,False
BRI_WILTY_EP64_lie_21,data/raw/dolos/videos/BRI_WILTY_EP64_lie_21.mp4,21:03,21:06,1263,1266,3.16,3,False,False
BRI_WILTY_EP64_lie_22,data/raw/dolos/videos/BRI_WILTY_EP64_lie_22.mp4,24:08,24:13,1448,1453,5.04,5,False,False
BRI_WILTY_EP64_lie_23,data/raw/dolos/videos/BRI_WILTY_EP64_lie_23.mp4,24:16,24:21,1456,1461,5.16,5,False,False
BRI_WILTY_EP64_lie_24,data/raw/dolos/videos/BRI_WILTY_EP64_lie_24.mp4,25:23,25:27,1523,1527,4.12,4,False,False
BRI_WILTY_EP64_truth_1,data/raw/dolos/videos/BRI_WILTY_EP64_truth_1.mp4,2:05,2:10,125,130,5.24,5,False,False
BRI_WILTY_EP64_truth_12,data/raw/dolos/videos/BRI_WILTY_EP64_truth_12.mp4,12:25,12:33,745,753,8.04,8,False,False
BRI_WILTY_EP64_truth_16,data/raw/dolos/videos/BRI_WILTY_EP64_truth_16.mp4,16:34,16:39,994,999,5.08,5,False,False
BRI_WILTY_EP64_truth_17,data/raw/dolos/videos/BRI_WILTY_EP64_truth_17.mp4,16:48,16:52,1008,1012,4.2,4,False,False
BRI_WILTY_EP64_truth_18,data/raw/dolos/videos/BRI_WILTY_EP64_truth_18.mp4,17:38,17:46,1058,1066,8.28,8,False,False
BRI_WILTY_EP64_truth_19,data/raw/dolos/videos/BRI_WILTY_EP64_truth_19.mp4,18:01,18:06,1081,1086,5.2,5,False,False
BRI_WILTY_EP64_truth_2,data/raw/dolos/videos/BRI_WILTY_EP64_truth_2.mp4,2:21,2:26,141,146,5.24,5,False,False
BRI_WILTY_EP64_truth_20,data/raw/dolos/videos/BRI_WILTY_EP64_truth_20.mp4,18:19,18:25,1099,1105,6.04,6,False,False
BRI_WILTY_EP64_truth_3,data/raw/dolos/videos/BRI_WILTY_EP64_truth_3.mp4,2:40,2:44,160,164,4.16,4,False,False
BRI_WILTY_EP64_truth_4,data/raw/dolos/videos/BRI_WILTY_EP64_truth_4.mp4,4:01,4:04,241,244,3.2,3,False,False
BRI_WILTY_EP64_truth_5,data/raw/dolos/videos/BRI_WILTY_EP64_truth_5.mp4,4:33,4:36,273,276,3.04,3,False,False
BRI_WILTY_EP64_truth_6,data/raw/dolos/videos/BRI_WILTY_EP64_truth_6.mp4,7:24,7:30,444,450,6.04,6,False,False
BRI_WILTY_EP64_truth_7,data/raw/dolos/videos/BRI_WILTY_EP64_truth_7.mp4,7:50,7:53,470,473,3.12,3,False,False
BRI_WILTY_EP64_truth_8,data/raw/dolos/videos/BRI_WILTY_EP64_truth_8.mp4,8:27,8:31,507,511,4.16,4,False,False
BRI_WILTY_EP64_truth_9,data/raw/dolos/videos/BRI_WILTY_EP64_truth_9.mp4,8:41,8:45,521,525,4.12,4,False,False
BRI_WILTY_EP65_lie_10,data/raw/dolos/videos/BRI_WILTY_EP65_lie_10.mp4,7:24,7:28,444,448,4.056002,4,False,False
BRI_WILTY_EP65_lie_11,data/raw/dolos/videos/BRI_WILTY_EP65_lie_11.mp4,8:41,8:46,521,526,5.233007,5,False,False
BRI_WILTY_EP65_lie_12,data/raw/dolos/videos/BRI_WILTY_EP65_lie_12.mp4,13:07,13:12,787,792,5.141973,5,False,False
BRI_WILTY_EP65_lie_15,data/raw/dolos/videos/BRI_WILTY_EP65_lie_15.mp4,16:30,16:33,990,993,3.210027,3,False,False
BRI_WILTY_EP65_lie_17,data/raw/dolos/videos/BRI_WILTY_EP65_lie_17.mp4,27:12,27:16,1632,1636,4.147999,4,False,False
BRI_WILTY_EP65_lie_18,data/raw/dolos/videos/BRI_WILTY_EP65_lie_18.mp4,27:28,27:31,1648,1651,3.051985,3,False,False
BRI_WILTY_EP65_lie_8,data/raw/dolos/videos/BRI_WILTY_EP65_lie_8.mp4,6:48,6:55,408,415,7.152981,7,False,False
BRI_WILTY_EP65_lie_9,data/raw/dolos/videos/BRI_WILTY_EP65_lie_9.mp4,6:58,7:03,418,423,5.067974,5,False,False
BRI_WILTY_EP65_truth_1,data/raw/dolos/videos/BRI_WILTY_EP65_truth_1.mp4,2:09,  2:15,129,135,6.143982,6,False,False
BRI_WILTY_EP65_truth_13,data/raw/dolos/videos/BRI_WILTY_EP65_truth_13.mp4,15:23,15:28,923,928,5.089025,5,False,False
BRI_WILTY_EP65_truth_14,data/raw/dolos/videos/BRI_WILTY_EP65_truth_14.mp4,15:34,15:40,934,940,6.060983,6,False,False
BRI_WILTY_EP65_truth_16,data/raw/dolos/videos/BRI_WILTY_EP65_truth_16.mp4,21:39,21:45,1299,1305,6.11803,6,False,False
BRI_WILTY_EP65_truth_2,data/raw/dolos/videos/BRI_WILTY_EP65_truth_2.mp4,2:16,2:21,136,141,5.130002,5,False,False
BRI_WILTY_EP65_truth_3,data/raw/dolos/videos/BRI_WILTY_EP65_truth_3.mp4,3:01,3:05,181,185,4.120039,4,False,False
BRI_WILTY_EP65_truth_4,data/raw/dolos/videos/BRI_WILTY_EP65_truth_4.mp4,3:39,3:45,219,225,6.092962,6,False,False
BRI_WILTY_EP65_truth_5,data/raw/dolos/videos/BRI_WILTY_EP65_truth_5.mp4,4:10,4:16,250,256,6.065965,6,False,False
BRI_WILTY_EP65_truth_6,data/raw/dolos/videos/BRI_WILTY_EP65_truth_6.mp4,4:21,4:25,261,265,4.145027,4,False,False
BRI_WILTY_EP65_truth_7,data/raw/dolos/videos/BRI_WILTY_EP65_truth_7.mp4,4:28,4:31,268,271,3.05102,3,False,False
BRI_WILTY_EP66_lie_10,data/raw/dolos/videos/BRI_WILTY_EP66_lie_10.mp4,12:24,12:32,744,752,8.071997,8,False,False
BRI_WILTY_EP66_lie_11,data/raw/dolos/videos/BRI_WILTY_EP66_lie_11.mp4,12:47,12:52,767,772,5.102003,5,False,False
BRI_WILTY_EP66_lie_12,data/raw/dolos/videos/BRI_WILTY_EP66_lie_12.mp4,13:16,13:23,796,803,7.072963,7,False,False
BRI_WILTY_EP66_truth_1,data/raw/dolos/videos/BRI_WILTY_EP66_truth_1.mp4,1:50,1:58,110,118,8.092028,8,False,False
BRI_WILTY_EP66_truth_13,data/raw/dolos/videos/BRI_WILTY_EP66_truth_13.mp4,23:36,23:44,1416,1424,8.141018,8,False,False
BRI_WILTY_EP66_truth_14,data/raw/dolos/videos/BRI_WILTY_EP66_truth_14.mp4,23:50,23:55,1430,1435,5.041992,5,False,False
BRI_WILTY_EP66_truth_15,data/raw/dolos/videos/BRI_WILTY_EP66_truth_15.mp4,23:56,24:07,1436,1447,11.067975,11,False,False
BRI_WILTY_EP66_truth_16,data/raw/dolos/videos/BRI_WILTY_EP66_truth_16.mp4,24:17,24:20,1457,1460,3.060011,3,False,False
BRI_WILTY_EP66_truth_17,data/raw/dolos/videos/BRI_WILTY_EP66_truth_17.mp4,24:40,24:48,1480,1488,8.053978,8,False,False
BRI_WILTY_EP66_truth_18,data/raw/dolos/videos/BRI_WILTY_EP66_truth_18.mp4,24:50,24:55,1490,1495,5.053013,5,False,False
BRI_WILTY_EP66_truth_19,data/raw/dolos/videos/BRI_WILTY_EP66_truth_19.mp4,25:30,25:38,1530,1538,8.090017,8,False,False
BRI_WILTY_EP66_truth_2,data/raw/dolos/videos/BRI_WILTY_EP66_truth_2.mp4,2:10,2:13,130,133,3.053978,3,False,False
BRI_WILTY_EP66_truth_3,data/raw/dolos/videos/BRI_WILTY_EP66_truth_3.mp4,2:18,2:22,138,142,4.104014,4,False,False
BRI_WILTY_EP66_truth_4,data/raw/dolos/videos/BRI_WILTY_EP66_truth_4.mp4,2:39,2:46,159,166,7.076985,7,False,False
BRI_WILTY_EP66_truth_5,data/raw/dolos/videos/BRI_WILTY_EP66_truth_5.mp4,3:20,3:27,200,207,7.062988,7,False,False
BRI_WILTY_EP66_truth_6,data/raw/dolos/videos/BRI_WILTY_EP66_truth_6.mp4,3:50,4,230,240,10.125975,10,False,False
BRI_WILTY_EP66_truth_7,data/raw/dolos/videos/BRI_WILTY_EP66_truth_7.mp4,4:09,4:18,249,258,9.104979,9,False,False
BRI_WILTY_EP66_truth_8,data/raw/dolos/videos/BRI_WILTY_EP66_truth_8.mp4,5:50,5:58,350,358,8.057035,8,False,False
BRI_WILTY_EP66_truth_9,data/raw/dolos/videos/BRI_WILTY_EP66_truth_9.mp4,6:44,6:49,404,409,5.137962,5,False,False
LS_WILTY_EP10_lie1,data/raw/dolos/videos/LS_WILTY_EP10_lie1.mp4,4:25,4:30,265,270,5.12,5,False,False
LS_WILTY_EP10_lie10,data/raw/dolos/videos/LS_WILTY_EP10_lie10.mp4,18:23,18:26,1103,1106,3.08,3,False,False
LS_WILTY_EP10_lie11,data/raw/dolos/videos/LS_WILTY_EP10_lie11.mp4,18:30,18:35,1110,1115,5.04,5,False,False
LS_WILTY_EP10_lie12,data/raw/dolos/videos/LS_WILTY_EP10_lie12.mp4,23:25,23:30,1405,1410,5.16,5,False,False
LS_WILTY_EP10_lie13,data/raw/dolos/videos/LS_WILTY_EP10_lie13.mp4,24:17,24:21,1457,1461,4.04,4,False,False
LS_WILTY_EP10_lie14,data/raw/dolos/videos/LS_WILTY_EP10_lie14.mp4,25:42,25:45,1542,1545,3.2,3,False,False
LS_WILTY_EP10_lie15,data/raw/dolos/videos/LS_WILTY_EP10_lie15.mp4,26:11,26:15,1571,1575,4.24,4,False,False
LS_WILTY_EP10_lie2,data/raw/dolos/videos/LS_WILTY_EP10_lie2.mp4,4:55,5,295,300,5.04,5,False,False
LS_WILTY_EP10_lie3,data/raw/dolos/videos/LS_WILTY_EP10_lie3.mp4,5:08,5:11,308,311,3.04,3,False,False
LS_WILTY_EP10_lie4,data/raw/dolos/videos/LS_WILTY_EP10_lie4.mp4,5:32,5:36,332,336,4.24,4,False,False
LS_WILTY_EP10_lie5,data/raw/dolos/videos/LS_WILTY_EP10_lie5.mp4,9:01,9:05,541,545,4.08,4,False,False
LS_WILTY_EP10_lie6,data/raw/dolos/videos/LS_WILTY_EP10_lie6.mp4,15:56,15:59,956,959,3.04,3,False,False
LS_WILTY_EP10_lie7,data/raw/dolos/videos/LS_WILTY_EP10_lie7.mp4,16:22,16:26,982,986,4.12,4,False,False
LS_WILTY_EP10_lie8,data/raw/dolos/videos/LS_WILTY_EP10_lie8.mp4,16:29,16:35,989,995,6.04,6,False,False
LS_WILTY_EP10_lie9,data/raw/dolos/videos/LS_WILTY_EP10_lie9.mp4,16:38,16:44,998,1004,6.2,6,False,False
LS_WILTY_EP10_truth1,data/raw/dolos/videos/LS_WILTY_EP10_truth1.mp4,1:59,2:04,119,124,5.2,5,False,False
LS_WILTY_EP10_truth2,data/raw/dolos/videos/LS_WILTY_EP10_truth2.mp4,2:12,2:15,132,135,3.04,3,False,False
LS_WILTY_EP10_truth3,data/raw/dolos/videos/LS_WILTY_EP10_truth3.mp4,2:19,2:24,139,144,5.16,5,False,False
LS_WILTY_EP10_truth4,data/raw/dolos/videos/LS_WILTY_EP10_truth4.mp4,2:35,2:39,155,159,4.08,4,False,False
LS_WILTY_EP10_truth5,data/raw/dolos/videos/LS_WILTY_EP10_truth5.mp4,17:02,17:07,1022,1027,5.04,5,False,False
LS_WILTY_EP10_truth6,data/raw/dolos/videos/LS_WILTY_EP10_truth6.mp4,17:15,17:21,1035,1041,6.16,6,False,False
LS_WILTY_EP10_truth7,data/raw/dolos/videos/LS_WILTY_EP10_truth7.mp4,21:32,21:35,1292,1295,3.04,3,False,False
LS_WILTY_EP10_truth8,data/raw/dolos/videos/LS_WILTY_EP10_truth8.mp4,21:37,21:41,1297,1301,4.04,4,False,False
LS_WILTY_EP10_truth9,data/raw/dolos/videos/LS_WILTY_EP10_truth9.mp4,22:05,22:08,1325,1328,3.24,3,False,False
LS_WILTY_EP11_lie1,data/raw/dolos/videos/LS_WILTY_EP11_lie1.mp4,1:49,1:54,109,114,5.08,5,False,False
LS_WILTY_EP11_lie10,data/raw/dolos/videos/LS_WILTY_EP11_lie10.mp4,18:48,18:53,1128,1133,5.08,5,False,False
LS_WILTY_EP11_lie11,data/raw/dolos/videos/LS_WILTY_EP11_lie11.mp4,22:35,22:38,1355,1358,3.24,3,False,False
LS_WILTY_EP11_lie12,data/raw/dolos/videos/LS_WILTY_EP11_lie12.mp4,22:53,22:58,1373,1378,5.12,5,False,False
LS_WILTY_EP11_lie13,data/raw/dolos/videos/LS_WILTY_EP11_lie13.mp4,23:30,23:33,1410,1413,3.16,3,False,False
